1,"These hoes be thinking Meat won't slap they ass ainna bruh"
1,"Yall bitches wit no edges be doing the most talking"
1,"Yall still going trick or treating this year or nah?hell yeah ima be da sweet tooth bandit steal bitches bags n shit"
1,"I wanna have sex with my mom fuck her right in that pussy where I came fromdamn you got hacked like fuck"
1,"If she kiss u with her eyes open watch that bitch!lmfao"
1,"You a woulda coulda shoulda ass hoe"
1,"Happy Bday Bitch Ass Nigga  that bitch roll up!"
1,"  used to send that bitch up"
1,"Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses"
1," nigga you know we hacky sack hoes....nah, I throw no look passes lmao"
1,"Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in  outta jail  dumb bitches with mad kids fuckin em."
0,"This isn't ghetto.....it's smart I'm doing this idc"
1,"I would wife a hoe only cuz we wouldn't care that we cheating in each other....why force the relationship in the first place?"
1,"Being single isn't an excuse to be a hoe."
1,"White boy power bitchblack power bitch"
1,"Lets get drunk, get blowed, spit shit spark blunts  fuck hoes!Bro white dudes have no chill."
1," bitch where u beenAround the world and back. Where you been?"
1," if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off *by  *"
1,"#oomf is soooo cute. But he probably has hoes on him a lot."
1,"In every cartoon theirs alway a  saving these hoes lmao. lmao damn captain SaveAHoe"
0,"Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking hot sox and legs"
1,"I wish I was a bitch like my brother keezy ooooow I bet you do"
1,"If you dressed up as a cat for Halloween you are basic....or a pussy"
1,"Can pornhub just get a gaming stream feature so these dumb bitches can gtfo get on it Katie3"
1,"stop being scared to choke her during sex u bitch ass niggas. Shell like it.. Says the guy who hits women out of bed. FOH"
1," ha well iguess I make them hoes loyal brotheyll never be loyal that y they hoes my nig"
1," Oh man..its 5 am, you off a molly, ho where the fuck ya seed at??#fixed"
1,"You're not a man if you refer to every girl as a bitch"
1,"Lmfao this cat started beating the shit out of memy nigga finally got some pussy?!? MY NIGGA!"
0,"Peel up peel up bring it back up rewind back where I'm from they move Shaq from the lineooooow who tf said that trash!?"
1," io io alu record ho vine sai pe hahahahalol anywaaaaaays..... haha"
1," naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHillYeah I'm waiting on that hoe Mayne!"
1,"Ol dirty foot ass bitches..this was too funny to me."
1," that's where I get my yellow flags for being amazing HELL YEAH NIGGY"
1,"Don't got time for bitches to be actin iffy."
0,"#UCFPINKPARTY come on stay alive knights nation!This is still the early bird special. #ComeAtMeUT"
1,"These hoes ain't loyal ; no they ain't 

Smfh  wonder why nobody decent wants them"
1,"Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU.BYE HOE!"
1,"dry pussy bitches always blame it on the condom"
1,"shut yo bitch ass up! "
1,"Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back"
1,"You love these hoes more then money wats wrong these niggas"
1,"A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo....sounding like me over there lol"
1,"Easy cum, easy hoeThat's a fact !"
1,"Charlie Sheen is too real major fucking respect for Charlie Sheen."
1,"Wish I had a bae

You got all the hoes tho"
1,"Fuck twerking bitch can you cook ?"
1," bitch wtf"
1," Shut up zoefight me pussy for zoe? I'm good, man.You are good ma'am. Move along now"
1,"Lmao fucking snake bitches em"
1,"Big booty hoes everywhere sheesh damn "
0,"Stay tuned to  for an update on the report that  1B  will be out 8-10 weeks #bum"
0,"I play soccer, cheat on girls, and wear khaki coloured cargoshaircut yes lmfao"
1,"Oregon chokes every year get off the field trash ass programRFT"
1,"Def not cowboy lol RT  Terrell Owens was the best Eagle  Cowboy ever..dude cried like a bitch on tv, over Romo"
1,"LMFAOOOO I HATE BLACK PEOPLE This is why there's black people and niggers"
1,"  How could u do this to me bitchpotent"
0,"a pissed lad past out. I would lick his dirty soles while he slept."
0,"love frat boy w/ soft long soles"
0,"sexy lad with hot soles and arches."
1," nah fam I gotta cheat with the hoesdepends on the female i feel"
0," I got hicks lol"
1,"This new twitter is confusing the shit out of me.Go back to south america bitch"
1,"Toto means ass or vagina?I think pussy cause toto santi is like nasty pussy"
1,"but what if he actually does choose the ugly bitch over you?Her ass must be fat!"
1,"bitch couldn't kill my vibe if ya tried. dis why i love miley :*"
1,"I'm tired of bitches saying I look mean.. nigga you big af, wear tight shirts, and grim everybody."
0,"10 birds your grandkids may never see, thanks to climate change #Climate"
1,"Stay beautiful you bitch"
1,"#WutKinda

r purple. Ceeeleeeman this gurl was jus playin on thestupid hoe track. But in still shitted on sum gurls"
1,"Money getting taller and bitches getting blurry"
1,"I ain't never seen a bitch so obsessed with they niggaI'm obsessed with mine "
1,"Kobe stay talking trash. But let's not forget  I meant to do this one. Smh."
1,"At least I'm not a nigger

Lmfao"
1,"People always asking me what I'm mixed with.She a bad asian bitch lol"
1," Ariza is a snake and a cowardbut at least he isn't a cripple like your hero Roach lmaoo"
0," Fosters home for imaginary trash WHOA CHILL

that show was everything tf"
1,"I am lowkey tired....if you tired, be quiet and go to sleep hoe!"
1," Stop bringing weird niggers into my mentions!  "
1,"We don't love these hoes"
1,"If yo girl cant have homeboys you a ol weak bitch ass nigga!"
1," I think worst advice I gave you was don't be a pussy and speed uplol"
1,"Quote this tweet with your favorite animal.pussy"
1,"I hate when strippers tell you they'redancers. Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!"
1,"Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy smh"
1,"When bitches TWERK on the computer....

ME:In ya , in ya damn"
1,"   Prince, THIS is art. nobody takin his bitch!"
0,"61% of welfare/government aid is claimed by white people. So y'all black slander is trash now."
1,"These bitches don't care they just play that role."
1,"It took a while for you to find me, but I was hiding In the lime tree.
 dis bitch in da wrong tree bro."
1,"Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes ....dudes a fag"
0," inna di ghetto!You alone lmaoo"
0,"   hoes Austin teach us Austin.I teach u how to get curved? That's all I know"
1,"bitches can't cook but know how to suck dick ..s/o to the ones that can do both!"
1,"Fat hoes get choselol"
1,"#hoesaintloyalwell they're hoes,no one expects them to be loyal"
1,"  ol bitch ass"
1,"Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of badlmaooo"
1,"Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirlslol bitch fuck you"
1,": Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory
Me: *rolls on the floor, laughing*"
1,"I don't want to have sex with my gf because I feel like I'm using her..- anonymousWhata faggot"
1," One of your followers with this   somebody, bitch if you don't"
1,"If ya bitch always bitching clearly she care!Or just an annoying Bitch!"
1,"These catfish hoes thinkin they slick.. But niggas catching on"
1,"Can't worry about a bitch that ain't worried bout me#real"
1,"Side hoes are for insecure niggas that can't handle a real one."
1,"RT  Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"
1,"My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers"
1,"i'm hungry but ionn wanna spend my money on foodBroke hoe problems "
1,"Dese hoes be LYIN to all of us nigga"
1,"oh yeah fuck that bitch"
0,"Eli Manning just threw his NFL-leading 27th interception of the season.Lmao trash"
0,"USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team.  he's a bitch"
1,"Guess what? I also have zero time for your mansplaining! Adios!Stfu pussy"
0,"Chilling  sexy scally lad"
1,"I ain't sharing no bitch if you mines you mines"
1,"money only impress the simple broke bitches"
1,"#Pisces will never be anybody's bitch, they don't let people control or change them.Rigghhht"
0,"  tuku ho idk blah blah blah"
0,"  I'm not mad cuh hahahasuure.. tuku ho ita! "
1,"These hoes is crazy"
1,"You ain't ever gonna be a slice bitch.Kevin hart. (:"
1,"Oomf so fuckin fine tho  dam her, don't be no bitch."
1,"I wonder if the girl that gave head to 24 boys for a drink in magaluf has twittershe probly sends nudes for fags"
1,"#NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman
"
1,"Hickies in between her thighs right by her pussy Its only right"
1,"Would you still love me when I'm no longer young and beautiful?No. Ugly monkey ass."
1,"  y'all come through the front.bitch I ain't coming"
1," faggot bitch"
1," yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up  work 2-5"
0,"this scally lad would get it"
1,"#GerrysHalloweenParty Halloween was yesterday stupid nigger"
1,"Chrus still supahot tho*walks up to teacher with test, drops test in that bitch fohead* "
1," I love eating pussy lol I never get full lol I can eat that shit forever loland ever."
1,"  No slushes hoes nasty anyway famthem hoes taste like meds"
1," No slushes hoes nasty anyway fam"
1,"BOBBY BITCH-by  be getting me live as fuckhell yea i play that hoe before my workout"
1,"Yo bitch is Gucci Mane RT  : My bitch a stoner  "
1,"I can ride your bitch with no handle bars"
1,"And if you ain't a hoe get up out my traphoussseeeee"
0,"15 sad TV character deaths we're still bitter over... stark was the man"
1,"These harbor bitches are allParty Bus hoesLol all?"
1," pussylove it"
1,"Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey 

bitchy promo"
1,"On my way to fuck your bitch 

LMFAO KITTYCOPTER"
0,"A smuggler explains how he helped fighters along the Jihadi Highway: "
1,"Aww their avis look so cute together  do I gotta get Ike avi on this bitch ?"
1,"Its simple, dont be a hoe=dont worry about being exposed fight mewhy ?"
1,"whys this bitch boosting herself 

Her size isn't exactly the most healthy tho"
1," bet not be no bitches!  Kim bye!"
1,"Damn near gotta protect my tweets.. stalkers being annoyingyou got that dope dick. Drive these bitches loco"
1,"I'm making marack my girlfriend . aye b you pullin hoes just like o taught you"
1,"Bruno fag boyyou love me."
1," I must be a bitch you are  sike nawThis why we always beefing "
0,"Down 6-1, #Yankees look to rally in the bottom of the 9th.#RALLYCAP"
1," Don't take advantage of a nice person hoeseveryjuan"
1,"Happy birthday bitch nigga  Thanks pal"
1,"Sad knowing that most hoes won't fuck with you bc you ain't got stacks.wait till friday"
1," cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca"
1," ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs"
1,"I only punch real niggas in the face cause a pussy Nigga is gonna punch me right backStrong Mush or Shake.."
1,"My pussy still fresh----- something stank girls say."
1,"Ass slapping is one the greatest things. Haha. I slapped a girl on the ass. . She got mad I aint get pussy for a week"
1,"  yeah Texans are so much better you fucking retardI see that you're mad about this."
1,"Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!..looking like blackmilds out here"
1,"There's a lane some bitches need to stay in the left n get right the fuck outta our face "
1,"I hate when boys deny that they have bitches smh"
1,"Ya nigs out there still saying y'all don't eat butt?!WITH A STRAIGHT FACE!"
1,"Im a boss ass bitch...that needs to sit in a corner"
1,"He's a hoe , I can't"
1,"Me And Paul Thinkin Bout Gettin Rentals For Da Weekendoooh shit bitches betta stay out da streets"
1,"bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story."
1,"why do my friends hate mebecause you a ratchet hoe.."
1,"No love for these fuck niggashoes*"
1,"Hot meat sexy as fuck scally lad. I would love to meet him and his trainers."
1,"Sniff perved up scally lad. fuck yeah."
1,"These bitches love Sosa"
1," I legit watched it for about 30 or 40 seconds SO DID I WTFprob cause were retarded smh"
1,"What should I name my cat, ideas?Mr pussy"
1,"woof woof. Sexy thug boy scally."
1," u see the damn phone ringing? when you married bitches makes demands! You haven't called me"
1,"Tevin is my favorite sophomore I think he's so funnyHes really not. Lmaoo hes a little hoe"
1,"10 sex positions this what u call fucking the soul outta bitch "
1," is bored supposed to be cute, you faggot?Sometimes"
0,"One mans trash  is another mans treasure"
1,"I don't got no type. Bad bitches is the only thing I like*Iongotnotype"
1," lassen cc , the coach wants mei feel it youll get more my nig no doubt"
1,"god teeth , gold chain
white bitches , cocaine"
1,"Its me hoe, its me hoeshhhhh"
1,"In D.C., we call them rollers, in Chiraq we call them thots.All across America they have been known as a hoe."
1,"I'm gonna miss that bitch of a bus driver...no you won't. Don't lie"
1,"hate when bitches try and put you in the friendzone. bitch I'm tryin to score put me in the endzone ON. MY. SOUL!"
0,"Ashley Young has tried to deny that bird s*** landed in his mouth --- hahaha"
1," yall both gimped up??Ain't tht a bitch huh lol"
0,"Take me for a ride  woof woof"
1,"oh my god I love Victoria Mitchellall my bitches love me"
1,"That long distance shit wack I knew the bitch was cheating- uh oh"
1,"HE'S DOING IT RIGHT  no bitches smh"
1,"they BAN dat pussy for life  he gotta pay 2.5 millon dollar fine"
1,"Roses are red and violets are blue and niggers are black, you know that's true."
0,"Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"
1,"But a nigga gon be a nigga, be a nigga.You sound fuckin retarded"
0,"a video an entire media will likely mock. i am such a crybaby"
1,"  I'm not even shy stfukikis mom: Hi angelique 
Angelique: Smiles *Dips cracker in soup*"
1,"Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh."
1,"Karma is a bitch #Damn #GodProtectsHisAngels

*sips tea*"
1,"Fuckin hot gym pussy fuck yeah"
0,"Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport "
1,"You can call me Fireman cause I turn the hoes on."
1,"I could never have a bby by a lil dick Thts y I got a abortion by the last bitch- oh My God"
1,"Watch women try to argue with me like they have a dick and actually fucked some pussy beforeI hate when bitches do that"
1,"And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they comeare you retarded?"
0,"tweety bird tho "
1,"my pussy sweet like watermelon 

Thotermelon"
0,"When twitter rappers dm me their trash links "
1,"loud bitches annoy me"
1,"Eventually every bitch turns into that hoe.# Truuu"
1,"I swear if oomf try talking to me tomorrow..  pussy"
1,"You bitches be pretending to be TF crazy..You ain't never lied..."
1," k bye hoeum bye .."
1,"Jackies a retard #blondeproblemsAt least I can make a grilled cheese!"
1,"ima keep on giving these pussy ass niggas ah reason to hate !"
0,"Photo: he is in sole heaven"
1,"Stacey Dash won  baddest bitch evaaaa"
1,"Side bitch Sunday "
1,"Facts what baldheaded bitch made this shit.  

Lmao "
1,"Fuck wit us and then we tweakin hoeshmurda!"
0,"We actin like it's the 7th day  
spook"
1,"I'll break that lil bitch neck and won't even feel sorry about itSavage"
1,"This is so fucking hot! #scally #sneakersex #sockfetish #sniff #trainersex love me some kinky scallies"
1,"Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck...weed over hoes, oreos too."
1,"I can turn yo bitch into a eaterrrrrrrrr"
1,"I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAPwe finna come to Chiraq and shoot sumn"
1," Aye yall ima tryout for the bowling team frfr tryouts passed thono theres two more retard"
1,"Now u got what u want bitch ! Enjoy it now this is a crazy party I would love to attend."
0,"colored contacts in your eyes?
blinders on mine.
cause i can't see you at all.Lmao"
1,"Facts Only the dudes with hoes say they don't got hoes"
1,"I'm rea start smacking bitches period !Bluffin at its best"
1,"Lifes a bitch, and then you die 
Thats why we get high, cause you neva know when you're gonna gomy sister is perfect (:"
1,"One of us is on drugs, and its me but you're still wrong   hahahahahahah im a bitch sometimes (:"
1,"I'm feeling pretty fuckin ghettoSmh"
0," swears I'm #1 maneasilyeasilybehind Austinnip?"
1,"This is a true ride or die bitch  what the fuck hahahahah"
0,"H.G.Wells and Charlie Chaplin #History #Photography"
1,"All I see is Bruno's bitch ass on my twitter now. wtfBruno's all that she sees (Drake voice)"
1," I'm about to cool faggot chilltf is cool nigga"
1," I'm so sure bitchfrfr tf"
1,"Twitter is not a source of news broadcast you fucking retardsit is when nbc, abc, cnn, Fox, etc are all keeping quiet."
1,"Got a couple bitches saying they know me But Ima let the money talk for me AND I'M LIKE... #WWYD"
1,"Grudges are for weirdosand bitches"
0,"I told Mariam to but cigarettes for her birthday

You also called me trash rn"
0," brownies tonightwhat kind?!?!"
1,"No text back? I don't give a fuck, I'll text another bitchdamn someone is hurt lol"
1,"Ummmmmm okay you got hoes from left to right  do yah thang!"
1,"using y=mx+b to find the slope of that ass"
0,"Fit lads! Nice gear! these scally lads n trainers would get it"
1,"Hell yeah bro! fuck yeah sexy scally lad in hot gear"
1,"Helping out a mate! I love scally play. Fuck yeah"
1,"Lads being Lads! fuck yeah. I love scally lad action. Hot trainers too."
1,"Next year bitches is gonna be like you gotta promise you won't expose me"
1," So hot! RT  Lick it, bitch fuck yeah. Eat that trainer u dirty fucker"
1," Y'all think celebrity pussy different from the locals?  yeah Meghan goods is"
0,"I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'lmaoo"
1,"Need these sox fuck yeah. I love a kinky scally lad w/ rank sox and sneaks"
1,"I don't ever expose females like that.. That's childish..bitch nigga shiiii....."
1," yasss

*trys new things with bestfriend*

*bitch who do you love*"
0,"Dude remember this wop video?  OMG WHERE DID YOU FIND THAT"
1,"Thick raw fuck Damn his man pussy is getting a workout."
0,"RAWR! RT Mysexy French scally. I love him! #frenchscally sexy scally woof woof"
1,"Nothin in life is free.. Some of you bitches need to write that on ya panties"
1," if one of you bitches want some of my burrito u can catch me at potosinohuh? Haha"
1,"Niggas whole hoes out here cuzCouldn't had said it better.."
1,"Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches"
1,"#YoureNotMyType if my fade is perpetually fresher than yours.That's a real ass bitch rite there"
1,"annoying bitch that I love JUDYANN'S SO PRETTY!"
1,"

Lmao bitch got on some huggies"
1,"Hi bitch 
No bitch
Bye bitch"
1,"does he look like a bitch?"
1,"Chase money  not  hoes "
1,"can't stand aI don't know what I wantass nigga bitch*"
1,"I'm on my way love a #chavhotsexy scally fucker."
1,"These newly gay bitches don't kno how shit works"
1,"When a bitch don't want a real job they just become strippers lollol."
1,"Awww Meat Meat In His Feelinsi ainn n my feelings bitch"
1,"I Want Snake Bites , MY Industrial Piercin  A TattooDem hoe accessories dea "
0,"Baby albino  "
1,"these hoes ain't loyal."
1,"YASSSSSS, ORDERED CHINESE bitch you just ate tacos you fat fuck"
1,"I made that bitch lunch.  Bitches love lunch."
1,"A NO BRAINER
But as soon as this bitch gets rich in political power, her views will change!
POLITICAL WHORES! "
1,"A pussy a day keeps the devil away-"
1,"Ain't that about a bitch... What does that mean?"
1,"All these bitches want a baby, I don't want no children."
1,"And bitch you must be lost"
1,"Baby I like being on your left sideno bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do"
0,"Baesounds like such a ghetto word. Use something else"
1,"Batter the wee cunt Jewisy cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself."
1,"Bleed out hoe!-Alexa"
1,"Boolin' in the bando wit a few bitches"
0,"Brownies for my brownieI love this movie. "
1,"But I need a bad bitch that's hotter than memight be the realist shit PartyNextDoor ever said. That's how I be feelin everyday"
1,"By the way we do punch bitches."
1,"Caesar is homeRT   so much this bitch looks like. Lets start with ape shit"
0,"Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"
1,"Dad say hi to my snapchat
Dad duces bitch"
1,"Do you believe these hoes are not in fact loyal?I disagree with that, I do believe they are in fact the loyalest bunch,these hoes"
1,"Don't know no ugly bitches! Don't know no broke niggas!--"
1,"Don't make me make you fall in live with a nigga like meee...The birds 12 are my favorite songs by Weeknd"
1,"Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."
1,"Don't you ever give my pussy away. You keep it tight, alright?"
1,"Dropped a stack cause bitch I'm ON.
- 
Song called Dope.
Download the mixtape here: "
1,"Dumb bitches do dumb things"
1,"Eat the pussy like a real nigga hungry"
1,"Eff it. Let's go after the cripple."
1,"Everything look better with a bitch next to it"
1,"Facto  Who cares if you a hoe when your ass looks like this? "
1,"For every bad bitch there is a nigga tired of fucking her"
1,"Foreign chick, no lie.. Man that bitch Beautiful"
1,"Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."
1,"Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku"
0,"Generate ASCII boxes with NodeJSall I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ "
1,"Get me that shit bitch you is fine bear"
1,"Get your ass back to Detroit ya fuckin' wigger!"
1,"Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe"
1,"HOW DO YOU KNOW MY TWITTER PASSWORDbitch please"
1,"Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?"
1,"He a bitch for hitting that hoe"
1,"He married to a white woman... lucky sum-bitch- Uncle Ruckus"
1,"He wanna be my nigga, but I'm just trinna be his savings account  omg imma funny ass bitch man, but that's Real Shit "
